;GSM237280.CEL;GSM237281.CEL;GSM237282.CEL;GSM237283.CEL;GSM237292.CEL;GSM237293.CEL;GSM237294.CEL;GSM237295.CEL;
258816_at;10.19755;10.17563;10.44378;10.29497;9.84883;9.61651;9.31089;9.39197;
258757_at;8.98806;9.03559;7.27867;7.67353;7.18308;7.03949;7.75783;7.68124;
258758_at;8.2091;8.2052;8.06201;7.89367;7.69185;7.8624;7.94302;7.8759;
258759_at;8.49676;8.54267;8.83853;8.69489;8.1085;8.44799;8.41371;8.04048;
258760_at;4.45688;4.64126;4.49264;5.02357;3.54937;3.8732;3.74204;3.61697;
258761_at;8.99354;8.86994;8.83424;8.67465;8.80496;8.033;7.89517;8.40524;
258762_at;4.05275;4.16475;3.98233;4.19725;3.44369;3.44096;3.57902;3.63836;
258763_s_at;2.98632;3.07943;2.93677;2.96662;3.08105;3.11442;3.07787;3.00313;
258764_at;7.68226;7.69942;8.61372;8.55484;8.46702;8.99059;8.95787;8.57078;
258765_at;7.39496;7.82593;5.93132;6.10084;4.19118;4.22542;4.29101;4.34314;
258766_at;6.34683;6.22922;6.25947;6.30834;6.44787;6.40118;6.43121;6.10244;
258767_at;3.39116;3.31913;3.33686;3.28936;3.45927;3.67628;3.37918;3.29372;
258768_at;3.42085;3.47426;3.31685;3.30466;3.53462;3.49406;3.26929;3.49059;
258769_at;3.94707;4.29471;4.37954;4.20674;6.2903;6.25727;4.75207;5.64237;
258770_at;3.99825;4.0235;4.12438;4.37142;3.74894;3.66009;3.78278;4.02423;
258771_at;9.75024;10.06599;9.50806;9.81065;9.74759;9.60387;9.71285;9.82525;
258772_at;10.26387;10.43092;10.11245;10.31934;9.60703;9.53157;9.81822;9.83894;
258773_at;7.76221;7.68902;7.60498;7.62716;7.04537;7.30808;7.25257;6.94562;
258774_at;10.42324;10.23047;9.70167;9.4273;9.32212;9.41628;9.17143;8.86879;
258775_at;9.50449;9.49593;9.37953;9.45553;9.45878;9.13461;8.9166;9.36656;
258776_at;10.09563;9.97504;10.11807;10.05017;9.53405;9.47855;9.0283;9.35429;
258777_at;6.22219;6.31933;6.17129;6.15316;6.03343;6.21979;6.41562;6.29824;
258778_s_at;5.36645;4.79676;5.20964;4.92168;5.35488;4.6523;4.70011;5.59996;
258779_at;3.92606;3.86;3.82289;3.75147;3.74823;3.59754;3.98771;3.57969;
258780_at;9.44691;9.29934;9.31068;9.33319;8.68227;8.83801;8.77356;8.84752;
258781_at;4.01252;4.02387;3.93479;3.86987;4.00129;3.94705;3.83527;4.16433;
258782_at;4.73498;4.9081;4.44206;4.5892;6.89069;6.51932;6.27787;6.31197;
258783_at;6.87352;6.70074;6.93582;6.55322;7.8498;8.15198;7.80679;7.53883;
258784_at;8.87032;9.02101;9.01997;9.03055;8.38008;7.67317;7.87173;8.40749;
258785_at;3.6087;3.58256;3.47981;3.33238;3.50157;4.42049;4.10597;3.28702;
258786_at;7.52255;7.56935;9.43914;9.35365;7.34089;7.3157;7.27489;7.45406;
258787_at;6.97048;7.11021;8.23267;8.0409;4.4881;4.95452;5.30638;5.06689;
258788_at;10.63037;10.46906;10.41364;10.17298;8.87042;7.31557;7.63446;8.62069;
258754_at;4.17158;4.1909;4.21902;4.06738;4.16825;4.32806;3.94274;4.19614;
258755_at;8.30301;8.31165;8.34073;8.13293;10.1585;10.27952;10.33937;10.53167;
258756_at;7.46923;7.51202;7.42927;7.42806;6.92036;6.94129;6.79774;6.90742;
258726_at;5.2764;5.57386;5.11704;5.42013;6.41101;6.38064;6.00979;5.92074;
258727_at;10.64187;10.83212;11.15356;11.08655;9.8821;9.53298;9.8862;10.0681;
258728_at;10.13861;10.0861;10.08699;9.89736;8.12721;8.05048;7.95967;7.91953;
258729_at;8.90318;8.84693;8.77561;8.66041;9.33813;9.2379;9.37347;9.45365;
258730_at;8.99556;8.99696;9.05515;9.13546;8.69411;8.84281;8.81783;8.57429;
258731_at;6.87576;7.11341;7.22602;7.12345;6.91131;7.78695;7.74837;7.37896;
258732_at;3.87612;3.88844;3.9622;3.93028;4.27556;3.80357;3.86175;4.47935;
258733_at;7.01453;7.00264;7.05199;6.63404;6.53291;6.93378;6.57099;6.57679;
258734_at;3.02345;3.12637;3.17408;3.12477;3.13793;3.10659;3.10814;3.11774;
258735_at;12.29315;12.13816;11.71805;11.64051;8.19265;7.60755;7.97103;8.1966;
258736_at;9.02538;8.67375;8.82243;8.54651;8.51374;8.18329;7.8173;8.26426;
258737_at;8.05446;7.90184;8.39308;8.28899;7.86789;7.81531;7.61923;7.79768;
258738_at;4.29177;4.14566;4.34348;4.71118;6.14552;6.16306;5.82229;6.33983;
258739_s_at;3.06695;2.89726;2.83578;2.94076;2.73372;3.05533;2.91309;2.87566;
258740_at;3.73597;3.78312;3.97386;3.67704;3.97853;3.72791;4.12076;3.95361;
258741_at;3.94099;3.74266;4.31799;3.65116;3.89803;4.18117;4.23582;4.08118;
258742_at;5.18182;5.69798;5.12231;4.41307;5.02307;5.07808;5.22381;5.14727;
258743_s_at;8.89961;8.68431;8.77884;8.79861;9.4365;9.29724;9.25998;9.52191;
258744_at;5.21927;5.37917;4.64964;5.2935;5.53177;6.19827;6.23526;5.78461;
258745_at;8.36554;8.49034;8.19783;7.90223;4.87666;4.4071;4.65926;4.79715;
258746_at;4.18953;4.17367;5.14458;5.13722;4.2418;4.22723;4.04648;3.98488;
258747_at;7.28564;7.53734;7.12683;7.5655;7.81502;7.52855;7.71472;7.63871;
258748_at;4.69773;4.71994;4.78955;4.64206;4.33531;4.63874;4.37349;4.21349;
258749_at;7.9784;7.96024;7.9889;7.9716;8.0115;7.90745;7.85873;7.76112;
258750_at;8.96459;9.01691;9.09254;8.85341;9.07589;9.73141;9.5778;9.29914;
258751_at;11.22321;11.03342;11.22598;10.95903;4.4428;4.52992;4.54734;4.63631;
258752_at;5.06352;4.85235;5.3187;5.05709;5.84455;5.77213;5.57463;5.67662;
258753_at;4.16479;4.15809;4.08417;4.03684;3.96654;4.12698;4.11031;4.04225;
258719_at;7.24639;7.29726;7.26729;7.2786;6.5816;6.29592;6.00216;6.20882;
258720_at;5.1013;4.8521;4.97208;4.74612;5.45349;5.46195;5.59814;5.38024;
258721_at;7.22815;7.16717;7.42308;7.42419;7.18414;7.61227;7.56392;7.45501;
258722_at;3.93398;3.75269;3.86167;3.69681;3.83366;3.85402;3.77536;3.91184;
258723_at;4.83358;4.44084;4.79834;4.55055;6.87576;5.65539;5.88438;6.82842;
258724_at;3.5588;3.79123;3.26155;3.36291;5.64706;5.11337;5.06794;5.25359;
258725_at;4.37142;4.4471;4.42897;4.39509;4.33918;4.28445;4.34605;4.27541;
258695_at;4.1405;3.96194;4.45529;4.37483;4.32696;4.47257;4.33097;4.20023;
258696_at;6.19088;5.99708;5.80404;5.91667;8.10605;8.02416;8.17032;8.1974;
258697_at;5.18436;5.2507;5.05325;5.22837;5.64785;6.28181;6.14085;5.61339;
258698_at;7.93485;7.89769;7.87809;7.88853;7.41475;8.08034;7.88138;7.66494;
258699_at;8.7636;8.82276;8.72578;8.8717;7.31729;6.31014;6.68152;6.88574;
258700_at;5.1091;5.12756;5.14215;5.05002;5.02792;5.07506;4.77958;4.34467;
258701_at;6.51159;6.57238;6.5431;6.5598;6.69405;6.75543;6.10648;6.35216;
258702_at;4.47689;4.67365;4.79421;4.69075;4.27774;4.44608;4.46527;4.34271;
258703_at;3.91582;3.76622;3.84552;3.77172;4.1698;4.03438;4.07471;3.99068;
258704_at;5.45934;5.34421;5.50968;5.60497;6.4271;7.21675;7.13384;6.52361;
258705_at;8.79181;8.55667;8.57041;8.49158;7.81454;7.58864;7.62941;7.85611;
258706_at;8.96061;9.11698;8.90364;9.04788;7.97044;7.27457;7.26918;7.73265;
258707_at;5.17435;5.63453;5.01308;5.35281;5.44522;5.55606;5.23338;5.10904;
258708_at;4.68749;4.94246;4.28484;4.30619;9.06861;9.19729;8.70799;8.72559;
258709_at;11.65919;11.54869;11.73603;11.68011;11.51236;11.20644;11.19055;11.24799;
258710_s_at;7.90965;7.94849;7.91435;7.9309;7.02749;5.75352;5.83349;6.60499;
258711_at;3.35352;3.40504;3.40504;3.32521;3.31403;3.4756;3.36497;3.2575;
258712_s_at;12.58829;12.4475;12.66472;12.60612;12.54535;12.57634;12.52426;12.50071;
258713_at;9.35445;9.17784;9.09413;8.95208;8.02682;7.7127;7.70656;7.72372;
258714_at;8.43934;8.56951;8.02413;8.00158;8.18106;8.14407;8.26447;8.16523;
258715_at;12.28577;11.98997;12.40276;12.1144;11.62197;11.61212;11.38077;11.67106;
258716_at;5.95761;6.00431;6.02537;6.19491;6.12897;6.27992;6.02796;6.20882;
258717_at;9.41782;9.44455;9.25289;9.37032;8.75215;8.42749;8.15347;8.64321;
258718_at;5.82055;5.5905;5.47313;5.26536;5.44708;5.70381;6.08172;5.41471;
258691_at;8.10535;8.07767;7.85553;8.05504;6.29368;6.00774;6.08031;6.40186;
258692_at;8.69228;8.72752;9.11702;9.2229;8.81493;8.57297;8.65832;8.65991;
258693_at;9.1933;9.34334;8.9683;9.01791;8.55908;8.60708;8.78566;8.73605;
258694_at;3.5167;3.60305;3.60931;3.4164;3.80621;3.72622;3.87743;3.85448;
258663_at;7.13128;7.20366;7.12599;7.52473;5.85698;6.00398;6.31326;6.11621;
258664_at;3.85226;4.19024;4.22488;4.17072;4.02548;3.48702;3.84934;3.80269;
258665_at;8.80537;8.85778;9.18659;9.16681;8.0049;7.29947;7.78066;7.89711;
258666_at;9.14204;9.15687;9.12164;9.01419;8.40975;8.81863;8.68621;8.69561;
258667_at;3.87655;3.90758;3.77628;4.13444;3.81258;3.69404;3.88568;3.72135;
258668_at;6.93111;7.10038;6.87628;6.91474;6.80048;6.64378;6.72336;6.7269;
258669_at;5.65681;5.38373;5.72551;5.65786;5.01655;5.15763;5.09682;5.26855;
258670_at;4.09878;3.99098;4.3218;3.97181;4.32544;4.24882;4.20188;4.25603;
258671_at;3.9053;4.03576;4.13294;4.18039;4.00993;3.60361;3.94298;4.1066;
258672_at;4.87305;5.01601;4.79152;5.26705;5.30922;5.11484;4.80026;4.71251;
258673_at;6.24007;6.27544;6.3579;6.32337;6.98985;6.58474;6.09236;6.74533;
258674_at;7.6532;7.95898;7.64488;7.93158;11.30055;11.18594;11.32877;11.09411;
258675_at;5.68219;6.06433;5.58545;5.32991;9.84694;8.83539;8.36092;8.98664;
258676_at;7.35594;7.14735;7.07468;6.96756;8.24872;7.82946;7.32143;7.63719;
258677_at;7.83758;7.8178;7.7077;8.07125;9.02055;8.49798;9.11477;9.44542;
258678_at;8.62519;8.56776;8.99324;9.00452;7.74589;7.40009;7.8163;8.11524;
258679_at;10.82452;10.72014;10.64552;10.69646;9.96243;9.82685;10.26495;10.32097;
258680_at;13.1989;13.02815;13.14475;13.08686;12.33039;12.15279;12.18929;12.19113;
258681_at;11.5005;11.39359;11.27616;11.25354;10.752;9.97535;10.22389;10.6161;
258682_at;7.28467;7.20267;8.90882;8.84908;5.91522;5.88859;6.56098;6.54647;
258683_at;7.39751;7.15836;7.75661;7.5505;6.60621;6.52783;6.35536;6.40188;
258684_at;8.65547;8.77447;9.09059;8.81586;8.47219;8.73868;7.97014;7.97516;
258685_at;4.59399;4.57312;4.76733;4.80329;4.98142;5.2868;5.25605;5.18884;
258686_at;4.34813;4.36766;4.54068;4.09976;4.81133;5.09847;4.588;4.86322;
258687_at;5.71702;5.86478;5.68879;5.97392;6.89313;7.21066;6.44218;6.71516;
258688_at;4.04758;4.03439;4.05859;4.12444;3.91876;3.85067;3.80262;3.98208;
258689_at;7.25449;7.39629;6.89677;6.82093;7.51636;7.56797;7.56976;7.69273;
258690_at;5.23416;5.41018;5.35116;5.33492;4.92938;5.43342;5.29686;4.81133;
258631_at;4.14488;4.26114;4.06162;4.07243;3.26022;3.10719;3.29624;3.17123;
258632_s_at;5.79291;5.59829;5.69626;5.88398;6.37722;6.90146;6.4249;6.94703;
258633_at;6.97103;7.21617;6.97925;6.99356;6.17412;5.83417;5.52065;5.75445;
258634_at;4.7635;4.6577;4.70533;4.8018;4.76934;4.69949;4.80671;4.91757;
258635_at;5.43941;5.68024;5.60535;5.46839;6.46021;6.73315;6.22118;6.24992;
258636_at;8.41604;8.19588;8.08671;7.9581;7.83387;8.41099;8.53117;8.4299;
258637_at;9.52842;9.40797;9.40223;9.18724;8.72756;8.66642;8.44879;8.56399;
258638_at;8.9918;9.37449;9.02367;9.33689;7.13295;6.58856;6.73956;7.03217;
258639_at;3.14544;3.08886;3.14539;3.10865;3.08634;3.23607;3.15669;3.12045;
258640_at;6.34206;6.27871;6.05567;6.24522;6.10059;6.19449;6.30422;5.96829;
258641_at;10.46421;10.42074;10.87466;10.72498;9.61612;9.89059;9.87502;9.79873;
258642_at;8.54054;8.77362;8.61888;8.65753;8.66378;8.53507;8.67119;8.53028;
258643_at;6.3789;6.39369;6.01483;6.0073;9.44835;9.69596;9.75617;9.52341;
258644_at;8.45331;8.16686;8.33303;8.01116;6.73439;7.18071;6.80254;6.86182;
258645_s_at;3.79156;3.8267;3.7555;3.65858;3.62482;4.13431;4.41444;4.46237;
258646_at;8.5398;8.40044;9.21355;9.17409;6.22384;6.14534;6.64932;6.69558;
258647_at;5.82936;6.02254;5.14389;5.57683;6.14743;6.56665;6.9435;6.57992;
258648_at;6.52415;6.69364;5.99469;6.02575;4.04287;4.00004;3.8853;4.11045;
258649_at;11.96039;11.82571;11.96655;11.85032;10.95591;10.88966;10.99343;11.04986;
258650_at;6.84505;7.03792;8.03089;8.18095;6.7723;7.24576;7.23457;7.14183;
258651_at;6.59979;6.47342;6.62219;6.44802;7.70837;7.886;7.78093;7.69732;
258652_at;5.97879;6.16822;6.00097;6.1342;4.50871;5.26766;5.11742;4.93814;
258653_at;3.33458;3.36723;3.44891;3.36664;3.5701;3.59686;3.27188;3.54883;
258654_at;4.47319;4.61895;4.37739;4.30252;5.08943;4.90772;4.88289;5.19199;
258655_at;9.20953;9.24323;9.09733;9.26587;8.13989;8.38174;8.59015;8.47343;
258656_at;8.2919;8.60732;8.47434;8.79471;7.96473;8.13623;8.2504;8.21674;
258657_at;7.35878;7.66866;7.70727;7.84927;7.448;7.21979;7.36022;7.41817;
258658_at;10.97618;11.0274;10.89804;11.00126;10.83613;10.658;10.77785;10.50467;
258659_at;7.20701;7.04044;7.14129;6.98252;6.37273;6.21023;6.29061;6.16016;
258660_at;8.78832;8.86476;8.6762;8.62063;8.72232;9.0066;9.01719;8.82835;
258661_at;4.19404;4.15529;4.11484;4.14538;4.38062;4.68217;4.6775;4.36963;
258662_at;7.981;8.22789;8.04346;8.41023;8.40281;7.43895;7.48832;8.09469;
258628_at;6.15667;6.2127;6.05937;6.26077;6.81844;6.85632;6.9469;6.86845;
258629_at;7.01581;7.05601;5.76546;6.29523;5.23813;5.92474;5.94476;5.26443;
258630_at;5.89892;5.91689;5.83884;5.84214;5.80276;5.87962;5.77675;5.66975;
258600_at;3.05264;3.06979;3.0685;3.02766;3.11506;2.9984;2.95303;3.06582;
258601_at;7.98588;7.70314;7.73415;8.14327;8.62461;8.55898;8.39837;8.44542;
258602_at;8.85089;8.67608;8.66582;8.42909;8.37868;8.65573;8.65416;8.39487;
258603_at;4.99381;5.01785;4.49574;4.78934;4.53909;4.92593;4.86263;4.79884;
258604_at;6.57443;6.86856;6.41477;6.64451;5.87231;5.98127;6.10125;5.31491;
258605_at;3.20767;3.08992;3.27087;3.06925;3.49411;3.28569;3.39793;3.33713;
258606_at;3.62586;3.65488;8.44557;8.49241;3.74727;3.78353;3.53071;3.57999;
258607_at;5.77897;6.00655;5.95477;6.19503;10.94609;9.73729;9.9305;11.10447;
258608_at;5.33841;5.16399;6.39962;5.52506;5.31827;4.50485;4.67789;5.493;
258609_at;10.03738;9.7731;9.82475;9.72924;7.6718;7.64896;8.3657;8.31056;
258610_at;7.2394;7.12503;7.32783;7.45654;5.8044;5.7582;6.6942;6.10099;
258611_at;6.2098;6.02737;6.13701;6.01364;6.22384;6.3622;5.98661;6.2021;
258612_at;7.07425;7.09483;7.04096;7.10111;7.49826;6.97248;6.82094;7.11916;
258613_at;8.47866;8.66089;8.39632;8.52897;9.82638;9.39837;9.51731;9.62637;
258614_at;8.41622;8.28001;8.56785;8.62305;8.1857;8.30985;8.46595;8.51612;
258615_at;8.75771;8.81377;8.5092;8.42368;8.68228;8.82892;9.14432;8.64642;
258616_at;10.58087;10.41429;10.83614;10.65754;9.08969;9.57631;9.41858;8.87365;
258617_at;6.58019;6.61918;6.29079;6.23971;4.84745;4.80254;4.25389;4.63772;
258618_at;7.60775;7.70714;8.01385;8.26967;5.26947;4.78031;5.24311;5.44506;
258619_at;10.89507;10.73715;11.11649;10.87864;9.18055;9.19733;9.40592;9.28195;
258620_at;4.66972;4.74681;4.51804;4.42129;4.1329;4.57487;4.25991;4.28655;
258621_at;6.76832;6.79177;6.67306;6.73517;9.22593;9.06487;9.24728;9.55527;
258622_at;8.95997;8.99857;8.9139;8.92843;9.16814;9.0265;9.02413;9.25154;
258623_at;8.52708;8.63129;8.33033;8.68134;9.24853;8.80573;8.54807;8.8545;
258624_at;6.65058;6.7245;6.41354;6.45025;6.99566;7.15068;7.27146;6.94999;
258625_at;5.32601;5.56657;5.29713;5.55591;4.39771;4.15597;4.3152;4.28858;
258626_at;4.34328;4.31151;4.09842;3.94524;5.65539;6.16959;5.87641;5.90717;
258627_at;7.00682;7.04371;6.94166;6.89924;6.79753;7.19836;7.12801;6.66582;
258593_at;7.61945;7.65572;7.29562;7.17198;8.09457;8.91343;8.88455;8.53154;
258594_at;3.70983;3.68491;3.91099;3.90423;3.89642;4.47581;4.2343;4.01661;
258595_at;7.63762;7.55623;7.61284;7.46677;7.19587;6.50757;6.73923;7.00935;
258596_at;4.60374;4.52585;4.62536;4.29227;4.99576;4.72377;4.70093;4.58397;
258597_x_at;3.66713;3.80351;3.50416;3.52999;3.56901;3.52855;3.33046;3.63661;
258598_at;3.29609;3.34223;3.29228;3.44212;3.13548;3.3188;3.16101;2.97368;
258599_at;7.5675;7.70194;7.54574;7.73231;8.29217;8.13807;8.73064;8.57048;
258568_at;8.47132;8.44859;8.45443;8.19799;8.34295;8.69889;8.54707;8.32841;
258569_at;12.90513;12.92926;12.96304;12.92152;12.3252;12.249;12.19774;12.01207;
258570_at;8.51762;8.42516;7.09172;7.67196;5.41805;5.56898;5.44297;5.50735;
258571_at;3.84692;3.61704;3.71155;4.0942;3.71721;3.83973;4.32117;3.71879;
258572_at;3.54502;3.79261;3.40315;3.69491;3.71767;3.73652;3.81036;3.69061;
258573_at;5.51898;5.48465;5.49693;5.44882;9.01051;9.06085;8.71944;8.5851;
258574_at;3.81972;3.81328;3.86248;3.7345;3.93423;4.23954;4.11395;4.17482;
258575_at;8.77809;8.85433;9.02969;8.92982;9.02542;8.62699;8.52635;8.92255;
258576_at;8.19591;8.37149;8.38017;8.54163;7.41885;6.48604;6.70977;7.36257;
258577_at;5.209;5.4251;5.72744;5.9567;5.37009;5.26387;5.33156;5.54095;
258578_at;4.24151;4.20025;4.4927;4.07466;4.72626;4.6112;4.74964;4.60143;
258579_s_at;3.30057;3.22729;3.42057;3.21978;3.32963;3.4499;3.18088;3.33987;
258580_at;4.56724;4.40052;4.32686;4.34279;4.78214;4.95017;4.72018;4.83366;
258581_at;4.40575;4.27709;4.0922;3.94497;4.61428;4.44116;4.82037;4.88656;
258582_at;5.06649;5.04522;5.11688;4.93965;4.8387;4.98108;5.0956;4.92646;
258583_at;4.37091;4.40052;4.20298;4.32992;4.39895;4.66829;4.37844;4.48116;
258584_at;10.33934;10.38516;10.27014;10.22291;9.07733;8.42738;8.63518;9.13695;
258585_at;6.66066;6.82442;6.94015;6.70991;8.71593;8.79368;8.76188;8.78381;
258586_s_at;6.44837;6.49786;7.54211;7.557;3.2897;3.3616;2.96261;3.20599;
258587_at;4.85558;4.67919;4.70652;4.726;6.22829;6.64417;6.88069;6.81274;
258588_s_at;13.365;13.22659;13.59249;13.28779;12.10841;11.85358;12.32553;12.52743;
258589_at;4.22248;3.78084;4.22724;3.84737;9.93285;9.93621;9.53135;9.53135;
258590_at;4.11717;4.10634;3.94652;3.89923;4.08488;4.44321;4.16858;4.16089;
258591_at;4.29416;4.35769;4.02387;4.3184;4.01498;4.12551;4.11424;4.36406;
258592_at;5.17836;5.18776;5.39954;5.1681;5.84527;5.61658;5.62996;5.69516;
258565_at;8.81086;8.74222;8.38906;8.08301;7.89896;7.58076;7.4346;7.75846;
258566_at;6.43369;6.47936;6.01251;6.1755;6.10534;6.61306;7.15772;6.6818;
258567_at;7.65237;7.2859;7.85601;7.59484;6.42519;5.8725;6.2662;6.17266;
258537_at;3.73884;3.77437;3.91038;3.80261;5.18222;4.9199;4.2946;4.19929;
258538_at;5.91766;6.29487;6.10841;6.07305;8.40341;8.75878;8.43981;8.10682;
258539_at;3.4859;3.51686;3.51226;3.52012;3.6986;3.91097;3.67239;3.69428;
258540_at;5.97266;6.16801;6.43074;6.51371;4.96589;5.11818;4.96634;4.96926;
258541_at;6.10592;6.02514;6.20425;6.52638;4.85817;5.0665;4.14804;4.83197;
258542_at;6.85007;6.91167;6.86497;6.87196;6.61652;7.44354;7.38563;7.26956;
258543_at;4.17677;4.18253;4.22704;4.10942;4.06537;4.277;4.25546;4.56691;
258544_at;4.37801;4.71076;4.65272;4.49424;5.66548;5.62378;5.82065;5.93544;
258545_at;8.41144;8.32911;8.51321;8.49255;8.04791;7.4851;7.20073;7.70199;
258546_at;4.72924;4.9397;4.69124;4.99798;5.72895;5.75404;5.78603;5.43903;
258547_at;2.98666;3.07999;2.97377;2.87688;3.12338;3.38155;3.29235;3.02314;
258548_at;5.83711;5.99809;5.64659;5.7713;6.17533;6.51154;6.41468;6.24126;
258549_at;7.40947;7.37562;7.70445;7.65401;7.52021;7.19622;7.16697;7.18248;
258550_at;6.87154;6.74104;6.70269;7.10001;7.00851;7.43561;7.26569;6.9723;
258551_at;6.61506;6.68459;7.70765;7.82394;6.12588;6.18226;6.08485;5.80468;
258552_at;7.79369;7.92574;7.59773;7.4518;6.99526;6.83529;6.05632;6.2213;
258553_at;7.59788;7.82244;7.27919;7.43338;8.32936;8.80054;8.83335;8.78528;
258554_at;6.42672;6.43834;6.01357;6.15196;9.06578;8.978;8.72068;8.70299;
258555_at;9.62868;9.3646;9.62174;9.49893;8.2342;8.30681;8.92858;8.76805;
258556_at;8.40878;8.38688;8.39538;8.21412;7.59781;7.81995;7.68438;7.67496;
258557_at;8.09082;8.23416;7.93284;7.86326;6.16248;6.23892;6.17479;6.19914;
258558_at;3.14304;3.145;3.1495;3.19143;3.15146;3.25864;2.94607;3.04969;
258559_at;6.32955;6.07455;6.09178;6.15599;6.57222;6.41731;6.30265;6.19901;
258560_at;5.40855;5.47641;5.89772;6.15383;6.24213;5.37923;4.87649;5.00653;
258561_at;4.15458;3.9951;4.33571;4.07591;3.81652;3.81521;3.68721;3.58014;
258562_at;4.21541;4.26114;4.27953;4.24618;4.25022;4.16367;3.70185;4.30274;
258563_at;9.14144;9.0724;8.9865;9.11174;8.48551;8.7791;8.98656;8.90097;
258564_at;3.1962;3.28739;3.20276;3.13073;3.21089;3.40478;3.20251;3.24898;
258536_at;7.96751;7.87593;7.90354;7.90071;6.74965;6.92121;6.23887;6.59431;
258505_at;6.54113;6.6642;7.12783;7.08242;8.08602;8.4091;7.91834;7.99583;
258506_at;5.12187;5.08327;5.09279;5.07469;5.64357;5.76862;5.69653;5.69466;
258507_at;8.22885;8.44154;9.35378;9.39126;7.43188;7.99316;8.44774;8.23505;
258508_at;3.49024;3.59318;3.47281;3.47608;3.60794;3.64221;3.62651;3.51144;
258509_at;5.67937;5.42055;5.29927;5.12449;4.69321;4.7894;4.81917;5.03097;
258510_at;5.53307;5.56078;5.45742;5.59831;4.88237;5.1291;5.0;4.77516;
258511_at;6.55659;6.62393;6.42102;6.09792;6.58979;5.88259;5.9431;6.12012;
258512_at;8.63921;8.7493;8.6379;8.82654;10.47285;10.81073;11.12152;11.13984;
258513_at;2.72428;2.7623;2.74145;2.74584;2.95198;3.05961;2.92035;2.94949;
258514_at;9.10221;9.0011;8.92162;8.93143;8.63391;8.15239;8.06523;8.4231;
258515_at;10.02601;9.68482;9.99433;9.73959;10.33585;10.49541;10.25824;10.25434;
258516_at;3.45874;3.45268;3.48421;3.63567;3.71252;3.70129;3.46724;3.16949;
258517_at;9.58681;9.64203;9.46878;9.51428;9.36885;9.29022;9.22112;9.39102;
258518_at;6.48561;6.68063;6.0321;6.17929;7.17733;7.25807;7.21767;7.18953;
258519_at;8.34721;8.35237;8.89106;8.76534;8.25076;8.1432;8.43564;8.70952;
258520_at;5.16276;5.1089;5.08579;4.85155;4.93776;5.08991;4.82569;5.08058;
258521_at;9.60645;9.44526;9.67022;9.57378;10.32787;9.13801;8.99821;9.85446;
258522_at;5.7678;5.88201;5.90068;5.88003;6.57019;6.5014;6.6779;6.38749;
258523_at;3.54595;3.58816;3.46;3.4808;3.61131;3.54139;3.3223;3.46122;
258524_at;8.20227;8.29593;8.47859;8.38945;7.85236;8.43388;8.72058;8.44417;
258525_at;6.65475;5.77725;7.0553;6.14492;6.03245;6.14605;6.51445;6.72615;
258526_at;7.55926;7.77302;8.03897;8.10785;8.59907;8.06636;8.25192;8.5085;
258527_at;9.82994;9.94005;8.60153;8.95712;8.89271;9.48433;9.12959;8.92547;
258528_at;7.08217;7.20117;6.98024;6.99033;8.00499;8.1702;7.97859;7.88227;
258529_at;4.69733;5.14251;4.72288;4.94882;5.74045;5.80304;5.76969;5.44943;
258530_at;4.88135;5.02303;4.83074;4.59835;6.26779;6.13586;5.9277;5.83497;
258531_at;8.67166;8.65162;8.99903;8.89092;8.44492;8.58022;8.74101;8.8529;
258532_at;10.94712;10.78416;10.68758;10.74796;10.93923;9.56263;9.7839;10.46189;
258533_at;7.25437;6.87877;7.03596;6.8855;7.72746;7.72894;7.65925;7.72641;
258534_at;5.90015;6.11154;6.00364;6.30061;8.81998;8.11698;8.027;8.5794;
258535_at;8.31145;8.26051;8.84203;8.69403;9.40895;9.71406;9.62298;9.52416;
258501_at;8.04071;7.91664;8.43565;8.07389;7.74217;6.28608;7.15034;7.40713;
258502_at;6.68245;6.71703;6.77078;6.66144;7.65823;8.23997;8.12525;7.72497;
258503_at;3.76771;3.5588;4.00705;3.71511;5.23559;5.17554;4.46289;4.80538;
258504_at;4.41532;4.20392;4.51092;4.16354;3.7427;3.75936;3.47981;3.76577;
258473_s_at;5.07757;5.24508;5.08207;4.95603;4.52401;4.14505;4.23223;4.97833;
258474_at;7.59991;7.47316;7.70555;7.72121;7.771;8.40609;8.44065;7.9185;
258475_at;5.39257;5.27728;5.63787;5.35497;7.10989;7.00041;7.04584;7.03092;
258476_at;4.04676;3.73488;3.79815;3.71752;4.94989;5.23113;5.34828;4.70564;
