"date","fondo 1","fondo 2","fondo 3","fondo 4","fondo 5","fondo 6","fondo 7","fondo 8","fondo 9","fondo 10","fondo 11","fondo 12","fondo 13","fondo 14","fondo 15","fondo 16","fondo 17","fondo 18","fondo 19","fondo 20","fondo 21","fondo 22","fondo 23","fondo 24","fondo 25","fondo 26","fondo 27","fondo 28","fondo 29","fondo 30","fondo 31"
2019-11-07,1.14157293974997,1.15309484584608,1.18139777728053,1.18137739640818,1.14144439690011,1.14141078049244,1.13738376564357,1.14103374194364,1.14717717351543,1.14131851284017,1.15306962844436,1.14974456239102,1.1662214306916,1.16679768104549,1.19802310084407,1.09378253051954,1.09355166285859,1.15246267209618,1.0914788955887,1.14484653277757,1.14203802858468,1.15316087031009,1.18026565464896,1.15043499275012,1.1410246562716,1.14089239665547,1.15280474366375,1.1528148730034,1.14135136478894,1.15075819913013,1.1507296348747
2019-11-08,1.13840440624218,1.15663471478245,1.16646980658497,1.16647723685041,1.12876097925621,1.12877761689009,1.13501080365233,1.13784260971919,1.14709117575165,1.13503355704698,1.1566089591506,1.14959141358702,1.16803562592776,1.16854208638396,1.20578921051169,1.09405177565978,1.09386075949367,1.15145368492224,1.0898023715415,1.14475620756777,1.13652236105852,1.1569533025438,1.16675839295542,1.14857834240774,1.13488586580586,1.13489208633094,1.15631220534311,1.15631534922627,1.12874383153369,1.15055653192736,1.15054621333006
2019-11-09,1.14221719835887,1.15976819241914,1.17087810300111,1.17095046429817,1.12797049348709,1.12798730395818,1.12458563535912,1.14163397865789,1.15272660280029,1.14802172226532,1.15976916735367,1.15286059382931,1.15472288803013,1.15525868350741,1.19866342648846,1.10090842908239,1.10068781047,1.1554715518077,1.08201867985244,1.14868276880568,1.13767108865024,1.16061185468451,1.17116287634656,1.17523986381925,1.14776525456665,1.14772637406089,1.15965327029157,1.15964976668589,1.12791719558637,1.15380096345905,1.1538745614575
2019-11-10,1.14221719835887,1.15976819241914,1.17087810300111,1.17095046429817,1.12797049348709,1.12798730395818,1.12458563535912,1.14163397865789,1.15272660280029,1.14802172226532,1.15976916735367,1.15286059382931,1.15472288803013,1.15525868350741,1.19866342648846,1.10090842908239,1.10068781047,1.1554715518077,1.08201867985244,1.14868276880568,1.13767108865024,1.16061185468451,1.17116287634656,1.17523986381925,1.14776525456665,1.14772637406089,1.15965327029157,1.15964976668589,1.12791719558637,1.15380096345905,1.1538745614575
2019-11-11,1.13966340115549,1.15606963650498,1.16406076324565,1.16410483947644,1.12694336803772,1.12691374159821,1.12368784530387,1.13906111603189,1.15174404323262,1.13378588052754,1.15607113414203,1.15026144390423,1.15369564153989,1.1542385231965,1.19269855296587,1.09995885164435,1.09973251815055,1.15246680236503,1.08068440467781,1.14772997951503,1.1374184038745,1.15737608471834,1.16425743485867,1.15196533580935,1.13354061406918,1.13357058125741,1.15592329918571,1.15592722697006,1.12689190508739,1.15197979085889,1.15202806672001
2019-11-12,1.15488969655988,1.17289419161249,1.157480893592,1.15744814582024,1.12229317046086,1.12225922842076,1.11479104069926,1.15434727071447,1.16726596404216,1.13306154144826,1.17289330190252,1.16419475193488,1.1480636707755,1.14858547399875,1.19008218875834,1.11270891253635,1.11245418890246,1.16513716684565,1.07359576785436,1.1649727855113,1.15512760427762,1.17358565342316,1.15616450848076,1.158616429895,1.14014473581822,1.14021059298551,1.17265002655337,1.17262030951876,1.12217544878308,1.16434787756794,1.16436147119023
2019-11-13,1.14406246064727,1.17888570062171,1.1512187893606,1.15120405576679,1.14739884393064,1.14736393349439,1.11996167795798,1.14353986043561,1.15258302583026,1.13821616114116,1.17888394778368,1.16836860997648,1.15531189083821,1.15589003968638,1.2109314431277,1.11632764548989,1.11619035303246,1.16728660924041,1.07653339568233,1.14851390677926,1.14431419019002,1.17968167122606,1.15148446490219,1.13248438839231,1.1311270683734,1.131025172715,1.17845907757931,1.17853341847595,1.14740858190467,1.16796387618086,1.16793227934769
2019-11-14,1.14923415418465,1.19263928131566,1.16362132491165,1.16361706917066,1.13904807009235,1.1390625,1.1262076053443,1.14869127802882,1.15238036507153,1.13778370114852,1.19265966437281,1.17607082735831,1.16354660540593,1.16411824668705,1.22198801863767,1.12650270568031,1.1262876515843,1.17688283486329,1.08035923467396,1.15005030422076,1.14693113135269,1.19271996987574,1.16270063456514,1.12779415377057,1.13044496487119,1.13041061075371,1.19219170705439,1.19222914875322,1.13876237623762,1.17698850023958,1.17700947480705
2019-11-15,1.16192261803307,1.18478130903699,1.15891819400983,1.15890768887614,1.13578206883528,1.13579722458227,1.12102303894679,1.1613290976217,1.16915330100709,1.1258857696031,1.18480262056763,1.17413830546334,1.15614471949612,1.15671822722203,1.21569818824569,1.12438308441663,1.12415628245068,1.17459616045564,1.07596123788684,1.16497082509524,1.1620774088234,1.18522478615476,1.1592297722644,1.099681739026,1.11877217337652,1.11863475872891,1.1842175419888,1.18427073910499,1.1357262762911,1.1750014901353,1.17482517482517
2019-11-16,1.16395611900798,1.18998895133785,1.16047448522829,1.16046073832998,1.14578967422366,1.14580258082948,1.12588664692514,1.163376768589,1.16886264760721,1.12003081664099,1.19000960614793,1.1794807866114,1.1667980683946,1.16735992170296,1.21758132330162,1.13014298220017,1.12994976841281,1.179809636534,1.08264527797437,1.16654594620696,1.16412772183493,1.19004818615335,1.16089556389932,1.10719467956469,1.12006794842097,1.11995286724273,1.18935418228553,1.18939717828132,1.14573890521492,1.17957156534227,1.17946467749013
2019-11-17,1.16395611900798,1.18998895133785,1.16047448522829,1.16046073832998,1.14578967422366,1.14580258082948,1.12588664692514,1.163376768589,1.16886264760721,1.12003081664099,1.19000960614793,1.1794807866114,1.1667980683946,1.16735992170296,1.21758132330162,1.13014298220017,1.12994976841281,1.179809636534,1.08264527797437,1.16654594620696,1.16412772183493,1.19004818615335,1.16089556389932,1.10719467956469,1.12006794842097,1.11995286724273,1.18935418228553,1.18939717828132,1.14573890521492,1.17957156534227,1.17946467749013
